"Mesa","Clase","JUN / Nro.","1","2","3","4","5","6","7","8","9","10","11","12","Total"
"261.11.15.363.1.24","Lista","Lista 2A","16","5","18","0","8","4","3","1","2","1","0","2","60"
"261.11.15.363.1.24","Lista","Lista 2M","5","4","3","6","7","6","0","1","0","1","0","6","39"
"261.11.15.363.1.24","Lista","Lista 5","0","1","0","0","1","0","1","0","0","0","0","0","3"
"261.11.15.363.1.24","Lista","Lista 7","2","1","1","0","1","0","1","0","0","0","0","0","6"
"261.11.15.363.1.24","Blanco","VOTO EN BLANCO","4"
"Votos NULOS","0"
"Votos a Computar","0"
"Total General","112"
