"Mesa","Clase","JUN / Nro.","1","2","3","4","5","6","7","8","9","10","11","12","Total"
"261.11.15.363.1.42","Lista","Lista 2A","12","5","13","1","4","4","3","5","0","2","0","2","51"
"261.11.15.363.1.42","Lista","Lista 2M","7","6","1","8","4","5","0","2","0","0","0","3","36"
"261.11.15.363.1.42","Lista","Lista 5","1","0","0","0","0","0","0","0","0","0","0","0","1"
"261.11.15.363.1.42","Lista","Lista 7","10","0","0","0","1","1","0","0","0","0","0","0","12"
"261.11.15.363.1.42","Blanco","VOTO EN BLANCO","5"
"Votos NULOS","0"
"Votos a Computar","0"
"Total General","105"
