"Mesa","Clase","JUN / Nro.","1","2","3","4","5","6","7","8","9","10","11","12","Total"
"261.11.15.363.1.40","Lista","Lista 2A","19","5","22","4","4","0","16","3","0","0","0","5","78"
"261.11.15.363.1.40","Lista","Lista 2M","4","1","1","14","4","2","1","1","0","0","1","1","30"
"261.11.15.363.1.40","Lista","Lista 5","0","0","1","1","0","1","0","0","0","0","0","0","3"
"261.11.15.363.1.40","Lista","Lista 7","5","2","0","0","0","0","1","0","0","1","0","0","9"
"261.11.15.363.1.40","Blanco","VOTO EN BLANCO","3"
"Votos NULOS","0"
"Votos a Computar","0"
"Total General","123"
