"Mesa","Clase","JUN / Nro.","1","2","3","4","5","6","7","8","9","10","11","12","Total"
"261.11.15.363.1.11","Lista","Lista 2A","12","2","11","2","3","4","5","12","1","0","0","1","53"
"261.11.15.363.1.11","Lista","Lista 2M","18","3","0","9","5","3","0","1","1","1","0","2","43"
"261.11.15.363.1.11","Lista","Lista 5","4","0","0","0","0","1","0","0","0","0","0","0","5"
"261.11.15.363.1.11","Lista","Lista 7","2","2","1","2","0","1","1","0","0","0","1","0","10"
"261.11.15.363.1.11","Blanco","VOTO EN BLANCO","4"
"Votos NULOS","0"
"Votos a Computar","0"
"Total General","115"
