"Mesa","Clase","JUN / Nro.","1","2","3","4","5","6","7","8","9","10","11","12","Total"
"261.11.15.363.1.38","Lista","Lista 2A","13","8","21","0","6","2","7","10","0","1","1","2","71"
"261.11.15.363.1.38","Lista","Lista 2M","7","8","1","17","4","6","0","1","0","0","0","3","47"
"261.11.15.363.1.38","Lista","Lista 5","0","0","1","0","1","0","0","0","0","0","0","0","2"
"261.11.15.363.1.38","Lista","Lista 7","3","1","0","1","0","0","1","0","1","0","0","0","7"
"261.11.15.363.1.38","Blanco","VOTO EN BLANCO","3"
"Votos NULOS","0"
"Votos a Computar","0"
"Total General","130"
