"Mesa","Clase","JUN / Nro.","1","2","3","4","5","6","7","8","9","10","11","12","Total"
"261.11.15.363.1.50","Lista","Lista 2A","12","8","16","3","18","3","5","4","0","1","1","0","71"
"261.11.15.363.1.50","Lista","Lista 2M","14","7","2","3","2","9","0","1","1","0","0","7","46"
"261.11.15.363.1.50","Lista","Lista 5","1","0","1","2","1","2","1","0","0","0","0","0","8"
"261.11.15.363.1.50","Lista","Lista 7","1","1","0","0","0","0","1","0","0","0","0","0","3"
"261.11.15.363.1.50","Blanco","VOTO EN BLANCO","5"
"Votos NULOS","1"
"Votos a Computar","0"
"Total General","134"
