"Mesa","Clase","JUN / Nro.","1","2","3","4","5","6","7","8","9","10","11","12","Total"
"261.11.15.363.1.34","Lista","Lista 2A","15","14","12","1","7","2","4","3","0","3","0","0","61"
"261.11.15.363.1.34","Lista","Lista 2M","9","3","1","6","4","5","0","1","0","0","0","4","33"
"261.11.15.363.1.34","Lista","Lista 5","1","1","1","2","1","0","0","0","1","0","0","1","8"
"261.11.15.363.1.34","Lista","Lista 7","4","0","0","0","0","0","0","0","0","1","1","0","6"
"261.11.15.363.1.34","Blanco","VOTO EN BLANCO","6"
"Votos NULOS","0"
"Votos a Computar","0"
"Total General","114"
