"Mesa","Clase","JUN / Nro.","1","2","3","4","5","6","7","8","9","10","11","12","Total"
"261.11.15.363.1.30","Lista","Lista 2A","9","5","12","6","5","4","9","15","1","3","0","1","70"
"261.11.15.363.1.30","Lista","Lista 2M","14","2","1","4","6","3","0","0","1","1","1","3","36"
"261.11.15.363.1.30","Lista","Lista 5","1","0","0","0","0","1","0","0","0","1","0","0","3"
"261.11.15.363.1.30","Lista","Lista 7","1","1","2","1","0","0","0","0","0","2","0","0","7"
"261.11.15.363.1.30","Blanco","VOTO EN BLANCO","6"
"Votos NULOS","0"
"Votos a Computar","0"
"Total General","122"
