"Mesa","Clase","JUN / Nro.","1","2","3","4","5","6","7","8","9","10","11","12","Total"
"261.11.15.363.1.14","Lista","Lista 2A","14","3","9","2","16","5","5","15","0","3","0","0","72"
"261.11.15.363.1.14","Lista","Lista 2M","9","4","1","9","5","1","0","0","0","0","0","4","33"
"261.11.15.363.1.14","Lista","Lista 5","0","0","0","0","1","1","0","0","0","0","0","1","3"
"261.11.15.363.1.14","Lista","Lista 7","5","1","0","0","0","0","0","1","0","0","0","0","7"
"261.11.15.363.1.14","Blanco","VOTO EN BLANCO","4"
"Votos NULOS","1"
"Votos a Computar","9"
"Total General","129"
