"Mesa","Clase","JUN / Nro.","1","2","3","4","5","6","7","8","9","10","11","12","Total"
"261.11.15.426.1.4","Lista","Lista 2A","7","7","20","1","3","13","11","1","2","0","0","0","65"
"261.11.15.426.1.4","Lista","Lista 2M","16","25","3","9","5","2","0","1","2","0","1","2","66"
"261.11.15.426.1.4","Lista","Lista 5","2","0","0","1","2","0","0","1","0","1","1","3","11"
"261.11.15.426.1.4","Lista","Lista 7","8","0","1","0","1","0","0","0","0","0","0","0","10"
"261.11.15.426.1.4","Blanco","VOTO EN BLANCO","10"
"Votos NULOS","1"
"Votos a Computar","0"
"Total General","163"
