"Mesa","Clase","JUN / Nro.","1","2","3","4","5","6","7","8","9","10","11","12","Total"
"261.11.15.426.1.7","Lista","Lista 2A","15","8","22","0","0","10","7","0","2","0","1","0","65"
"261.11.15.426.1.7","Lista","Lista 2M","4","33","0","2","6","2","1","4","1","0","0","0","53"
"261.11.15.426.1.7","Lista","Lista 5","0","0","0","1","0","0","0","0","0","0","0","0","1"
"261.11.15.426.1.7","Lista","Lista 7","4","0","0","1","0","1","1","1","0","0","0","0","8"
"261.11.15.426.1.7","Blanco","VOTO EN BLANCO","11"
"Votos NULOS","0"
"Votos a Computar","0"
"Total General","138"
