"Mesa","Clase","JUN / Nro.","1","2","3","4","5","6","7","8","9","10","11","12","Total"
"261.11.15.426.1.8","Lista","Lista 2A","20","7","9","0","1","5","5","1","2","1","0","0","51"
"261.11.15.426.1.8","Lista","Lista 2M","8","40","1","12","10","4","0","5","0","3","0","1","84"
"261.11.15.426.1.8","Lista","Lista 5","0","2","0","1","1","0","0","0","0","0","0","1","5"
"261.11.15.426.1.8","Lista","Lista 7","16","0","0","0","0","0","3","0","0","0","0","0","19"
"261.11.15.426.1.8","Blanco","VOTO EN BLANCO","13"
"Votos NULOS","0"
"Votos a Computar","0"
"Total General","172"
