"Mesa","Clase","JUN / Nro.","1","2","3","4","5","6","7","8","9","10","11","12","Total"
"261.11.15.426.1.5","Lista","Lista 2A","11","5","14","0","2","9","6","2","2","0","0","0","51"
"261.11.15.426.1.5","Lista","Lista 2M","5","34","2","19","5","3","3","0","0","2","0","1","74"
"261.11.15.426.1.5","Lista","Lista 5","0","1","0","1","0","0","1","1","0","0","0","0","4"
"261.11.15.426.1.5","Lista","Lista 7","7","0","0","1","1","0","1","0","1","0","1","1","13"
"261.11.15.426.1.5","Blanco","VOTO EN BLANCO","7"
"Votos NULOS","0"
"Votos a Computar","0"
"Total General","149"
