"Mesa","Clase","JUN / Nro.","1","2","3","4","5","6","7","8","9","10","11","12","Total"
"261.11.15.426.1.3","Lista","Lista 2A","12","4","23","1","2","4","5","1","3","0","0","3","58"
"261.11.15.426.1.3","Lista","Lista 2M","13","28","2","10","8","0","2","4","0","2","0","1","70"
"261.11.15.426.1.3","Lista","Lista 5","0","0","0","0","1","0","0","0","0","0","0","1","2"
"261.11.15.426.1.3","Lista","Lista 7","5","0","0","2","0","1","0","2","1","0","0","0","11"
"261.11.15.426.1.3","Blanco","VOTO EN BLANCO","9"
"Votos NULOS","3"
"Votos a Computar","0"
"Total General","153"
