"Mesa","Clase","JUN / Nro.","1","2","3","4","5","6","7","8","9","10","11","12","Total"
"261.11.15.426.1.6","Lista","Lista 2A","18","5","21","1","2","12","8","1","0","0","0","0","68"
"261.11.15.426.1.6","Lista","Lista 2M","7","35","1","15","6","0","1","0","0","1","1","0","67"
"261.11.15.426.1.6","Lista","Lista 5","0","0","0","0","1","0","0","0","0","0","1","0","2"
"261.11.15.426.1.6","Lista","Lista 7","7","0","0","0","0","1","1","1","0","2","0","0","12"
"261.11.15.426.1.6","Blanco","VOTO EN BLANCO","5"
"Votos NULOS","0"
"Votos a Computar","0"
"Total General","154"
